gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score,average_score,pass_fail,total_score,score_variation,performance_category,has_test_prep,has_standard_lunch
male,group B,bachelor's degree,free/reduced,completed,87,90,88,88.33333333333333,Pass,265,1.5275252316519468,Excellent,1,0
female,group B,associate's degree,standard,none,40,48,50,46.0,Fail,138,5.291502622129181,Poor,0,1
male,group D,some college,free/reduced,none,77,62,64,67.66666666666667,Pass,203,8.144527815247077,Average,0,0
male,group E,associate's degree,standard,none,53,45,40,46.0,Fail,138,6.557438524302,Poor,0,1
female,group C,some college,free/reduced,none,32,39,33,34.666666666666664,Fail,104,3.785938897200183,Poor,0,0
female,group C,associate's degree,standard,completed,55,72,79,68.66666666666667,Pass,206,12.34233905438241,Average,1,1
male,group C,master's degree,free/reduced,none,61,67,66,64.66666666666667,Pass,194,3.2145502536643185,Average,0,0
female,group B,associate's degree,free/reduced,none,53,70,70,64.33333333333333,Pass,193,9.814954576223638,Average,0,0
male,group D,some high school,standard,none,73,66,62,67.0,Pass,201,5.5677643628300215,Average,0,1
female,group D,some college,standard,completed,74,75,79,76.0,Pass,228,2.6457513110645907,Good,1,1
female,group C,some college,standard,none,63,74,74,70.33333333333333,Pass,211,6.350852961085883,Good,0,1
male,group C,bachelor's degree,standard,completed,96,90,92,92.66666666666667,Pass,278,3.0550504633038935,Excellent,1,1
female,group D,some college,free/reduced,completed,63,80,80,74.33333333333333,Pass,223,9.814954576223638,Good,1,0
male,group B,bachelor's degree,free/reduced,none,48,51,46,48.333333333333336,Fail,145,2.5166114784235836,Poor,0,0
male,group B,associate's degree,standard,none,48,43,45,45.333333333333336,Fail,136,2.516611478423583,Poor,0,1
female,group E,bachelor's degree,free/reduced,completed,92,100,100,97.33333333333333,Pass,292,4.618802153517006,Excellent,1,0
female,group D,master's degree,free/reduced,completed,61,71,78,70.0,Pass,210,8.54400374531753,Good,1,0
male,group B,high school,free/reduced,none,63,48,47,52.666666666666664,Fail,158,8.962886439832502,Below Average,0,0
male,group D,bachelor's degree,free/reduced,none,68,68,67,67.66666666666667,Pass,203,0.5773502691896258,Average,0,0
male,group B,some college,standard,completed,71,75,70,72.0,Pass,216,2.6457513110645907,Good,1,1
male,group A,bachelor's degree,standard,none,91,96,92,93.0,Pass,279,2.6457513110645907,Excellent,0,1
female,group C,some college,standard,none,53,62,56,57.0,Fail,171,4.58257569495584,Below Average,0,1
female,group C,high school,free/reduced,completed,50,66,64,60.0,Pass,180,8.717797887081348,Average,1,0
female,group E,high school,standard,none,74,81,71,75.33333333333333,Pass,226,5.131601439446884,Good,0,1
male,group A,associate's degree,free/reduced,completed,40,55,53,49.333333333333336,Fail,148,8.144527815247079,Poor,1,0
male,group A,some college,standard,completed,61,51,52,54.666666666666664,Fail,164,5.507570547286102,Below Average,1,1
female,group B,high school,standard,none,81,91,89,87.0,Pass,261,5.291502622129181,Excellent,0,1
female,group B,some college,free/reduced,completed,48,56,58,54.0,Fail,162,5.291502622129181,Below Average,1,0
female,group D,master's degree,standard,none,53,61,68,60.666666666666664,Pass,182,7.505553499465135,Average,0,1
female,group D,some high school,standard,none,81,97,96,91.33333333333333,Pass,274,8.962886439832502,Excellent,0,1
female,group E,some high school,standard,none,77,79,80,78.66666666666667,Pass,236,1.5275252316519465,Good,0,1
female,group D,bachelor's degree,free/reduced,none,63,73,78,71.33333333333333,Pass,214,7.637626158259734,Good,0,0
female,group D,associate's degree,standard,completed,73,75,80,76.0,Pass,228,3.605551275463989,Good,1,1
female,group D,some college,standard,none,69,77,77,74.33333333333333,Pass,223,4.618802153517006,Good,0,1
female,group C,associate's degree,standard,none,65,76,76,72.33333333333333,Pass,217,6.350852961085883,Good,0,1
female,group A,high school,standard,none,55,73,73,67.0,Pass,201,10.392304845413264,Average,0,1
female,group C,bachelor's degree,free/reduced,none,44,63,62,56.333333333333336,Fail,169,10.692676621563628,Below Average,0,0
female,group C,some college,standard,none,54,64,65,61.0,Pass,183,6.082762530298219,Average,0,1
female,group A,some high school,standard,none,48,66,65,59.666666666666664,Fail,179,10.115993936995679,Below Average,0,1
male,group C,some college,free/reduced,none,58,57,54,56.333333333333336,Fail,169,2.081665999466133,Below Average,0,0
male,group A,some high school,standard,none,71,62,50,61.0,Pass,183,10.535653752852738,Average,0,1
male,group E,bachelor's degree,standard,none,68,68,64,66.66666666666667,Pass,200,2.3094010767585034,Average,0,1
female,group E,high school,standard,none,74,76,73,74.33333333333333,Pass,223,1.5275252316519468,Good,0,1
female,group C,bachelor's degree,standard,completed,92,100,99,97.0,Pass,291,4.358898943540674,Excellent,1,1
female,group C,bachelor's degree,standard,completed,56,79,72,69.0,Pass,207,11.789826122551595,Average,1,1
male,group B,high school,free/reduced,none,30,24,15,23.0,Fail,69,7.54983443527075,Poor,0,0
male,group A,some high school,standard,none,53,54,48,51.666666666666664,Fail,155,3.214550253664318,Below Average,0,1
female,group D,high school,standard,none,69,77,73,73.0,Pass,219,4.0,Good,0,1
female,group D,some high school,standard,none,65,82,81,76.0,Pass,228,9.539392014169456,Good,0,1
female,group D,master's degree,standard,none,54,60,63,59.0,Fail,177,4.58257569495584,Below Average,0,1
female,group C,high school,standard,none,29,29,30,29.333333333333332,Fail,88,0.5773502691896258,Poor,0,1
female,group E,some college,standard,none,76,78,80,78.0,Pass,234,2.0,Good,0,1
male,group D,high school,free/reduced,none,60,57,51,56.0,Fail,168,4.58257569495584,Below Average,0,0
male,group D,master's degree,free/reduced,completed,84,89,90,87.66666666666667,Pass,263,3.2145502536643185,Excellent,1,0
male,group C,some high school,standard,none,75,72,62,69.66666666666667,Pass,209,6.8068592855540455,Average,0,1
female,group C,associate's degree,standard,none,85,84,82,83.66666666666667,Pass,251,1.5275252316519465,Good,0,1
female,group C,master's degree,free/reduced,none,40,58,54,50.666666666666664,Fail,152,9.451631252505216,Below Average,0,0
female,group E,some college,standard,none,61,64,62,62.333333333333336,Pass,187,1.5275252316519468,Average,0,1
female,group B,associate's degree,standard,none,58,63,65,62.0,Pass,186,3.605551275463989,Average,0,1
male,group D,some college,free/reduced,completed,69,60,63,64.0,Pass,192,4.58257569495584,Average,1,0
female,group C,some college,standard,none,58,59,66,61.0,Pass,183,4.358898943540674,Average,0,1
male,group C,bachelor's degree,standard,completed,94,90,91,91.66666666666667,Pass,275,2.081665999466133,Excellent,1,1
female,group C,associate's degree,standard,none,65,77,74,72.0,Pass,216,6.244997998398398,Good,0,1
female,group A,associate's degree,standard,none,82,93,93,89.33333333333333,Pass,268,6.350852961085883,Excellent,0,1
female,group C,high school,standard,none,60,68,72,66.66666666666667,Pass,200,6.110100926607786,Average,0,1
female,group E,bachelor's degree,standard,none,37,45,38,40.0,Fail,120,4.358898943540674,Poor,0,1
male,group D,bachelor's degree,standard,none,88,78,83,83.0,Pass,249,5.0,Good,0,1
male,group D,master's degree,standard,none,95,81,84,86.66666666666667,Pass,260,7.371114795831994,Excellent,0,1
male,group C,associate's degree,free/reduced,completed,65,73,68,68.66666666666667,Pass,206,4.041451884327381,Average,1,0
female,group C,high school,free/reduced,none,35,61,54,50.0,Fail,150,13.45362404707371,Below Average,0,0
male,group B,bachelor's degree,free/reduced,none,62,63,56,60.333333333333336,Pass,181,3.7859388972001824,Average,0,0
male,group C,high school,free/reduced,completed,58,51,52,53.666666666666664,Fail,161,3.785938897200183,Below Average,1,0
male,group A,some college,standard,completed,100,96,86,94.0,Pass,282,7.211102550927978,Excellent,1,1
female,group E,bachelor's degree,free/reduced,none,61,58,62,60.333333333333336,Pass,181,2.081665999466133,Average,0,0
male,group D,some college,standard,completed,100,97,99,98.66666666666667,Pass,296,1.5275252316519468,Excellent,1,1
male,group B,associate's degree,free/reduced,completed,69,70,63,67.33333333333333,Pass,202,3.7859388972001824,Average,1,0
male,group D,associate's degree,standard,none,61,48,46,51.666666666666664,Fail,155,8.144527815247079,Below Average,0,1
male,group D,some college,free/reduced,none,49,57,46,50.666666666666664,Fail,152,5.686240703077327,Below Average,0,0
female,group C,some high school,standard,completed,44,51,55,50.0,Fail,150,5.5677643628300215,Below Average,1,1
male,group D,some college,standard,none,67,64,70,67.0,Pass,201,3.0,Average,0,1
male,group B,high school,standard,none,79,60,65,68.0,Pass,204,9.848857801796104,Average,0,1
female,group B,bachelor's degree,standard,completed,66,74,81,73.66666666666667,Pass,221,7.505553499465135,Good,1,1
female,group C,high school,standard,none,75,88,85,82.66666666666667,Pass,248,6.8068592855540455,Good,0,1
male,group D,some high school,standard,none,84,84,80,82.66666666666667,Pass,248,2.3094010767585034,Good,0,1
male,group A,high school,standard,none,71,74,64,69.66666666666667,Pass,209,5.131601439446884,Average,0,1
female,group B,high school,free/reduced,completed,67,80,81,76.0,Pass,228,7.810249675906654,Good,1,0
female,group D,some high school,standard,completed,80,92,88,86.66666666666667,Pass,260,6.110100926607786,Excellent,1,1
male,group E,some college,standard,none,86,76,74,78.66666666666667,Pass,236,6.429100507328636,Good,0,1
female,group D,associate's degree,standard,none,76,74,73,74.33333333333333,Pass,223,1.5275252316519468,Good,0,1
male,group D,high school,standard,none,41,52,51,48.0,Fail,144,6.082762530298219,Poor,0,1
female,group D,associate's degree,free/reduced,completed,74,88,90,84.0,Pass,252,8.717797887081348,Good,1,0
female,group B,some high school,free/reduced,none,72,81,79,77.33333333333333,Pass,232,4.725815626252608,Good,0,0
female,group E,high school,standard,completed,74,79,80,77.66666666666667,Pass,233,3.2145502536643185,Good,1,1
male,group B,high school,standard,none,70,65,60,65.0,Pass,195,5.0,Average,0,1
female,group B,bachelor's degree,standard,completed,65,81,81,75.66666666666667,Pass,227,9.237604307034012,Good,1,1
female,group D,associate's degree,standard,none,59,70,65,64.66666666666667,Pass,194,5.507570547286101,Average,0,1
female,group E,high school,free/reduced,none,64,62,68,64.66666666666667,Pass,194,3.0550504633038935,Average,0,0
female,group B,high school,standard,none,50,53,55,52.666666666666664,Fail,158,2.516611478423583,Below Average,0,1
female,group D,some college,standard,completed,69,79,81,76.33333333333333,Pass,229,6.429100507328636,Good,1,1
male,group C,some high school,free/reduced,completed,51,56,53,53.333333333333336,Fail,160,2.516611478423583,Below Average,1,0
female,group A,high school,standard,completed,68,80,76,74.66666666666667,Pass,224,6.110100926607786,Good,1,1
female,group D,some college,standard,completed,85,86,98,89.66666666666667,Pass,269,7.234178138070234,Excellent,1,1
female,group A,associate's degree,standard,completed,65,70,74,69.66666666666667,Pass,209,4.509249752822894,Average,1,1
female,group B,some high school,standard,none,73,79,79,77.0,Pass,231,3.4641016151377544,Good,0,1
female,group B,some college,standard,none,62,67,67,65.33333333333333,Pass,196,2.8867513459481287,Average,0,1
male,group C,associate's degree,free/reduced,none,77,67,64,69.33333333333333,Pass,208,6.8068592855540455,Average,0,0
male,group D,some high school,standard,none,69,66,61,65.33333333333333,Pass,196,4.041451884327381,Average,0,1
female,group D,associate's degree,free/reduced,none,43,60,58,53.666666666666664,Fail,161,9.291573243177568,Below Average,0,0
male,group D,associate's degree,standard,none,90,87,85,87.33333333333333,Pass,262,2.5166114784235836,Excellent,0,1
male,group C,some college,free/reduced,none,74,77,73,74.66666666666667,Pass,224,2.081665999466133,Good,0,0
male,group C,some high school,standard,none,73,66,63,67.33333333333333,Pass,202,5.131601439446884,Average,0,1
female,group D,some college,free/reduced,none,55,71,69,65.0,Pass,195,8.717797887081348,Average,0,0
female,group C,high school,standard,none,65,69,67,67.0,Pass,201,2.0,Average,0,1
male,group D,associate's degree,standard,none,80,63,63,68.66666666666667,Pass,206,9.814954576223638,Average,0,1
female,group C,some high school,free/reduced,completed,50,60,60,56.666666666666664,Fail,170,5.773502691896258,Below Average,1,0
female,group C,some college,free/reduced,completed,63,73,71,69.0,Pass,207,5.291502622129181,Average,1,0
female,group B,bachelor's degree,free/reduced,none,77,85,87,83.0,Pass,249,5.291502622129181,Good,0,0
male,group C,some college,standard,none,73,74,61,69.33333333333333,Pass,208,7.234178138070235,Average,0,1
male,group D,associate's degree,standard,completed,81,72,77,76.66666666666667,Pass,230,4.509249752822894,Good,1,1
female,group C,high school,free/reduced,none,66,76,68,70.0,Pass,210,5.291502622129181,Good,0,0
male,group D,associate's degree,free/reduced,none,52,57,50,53.0,Fail,159,3.605551275463989,Below Average,0,0
female,group C,some college,standard,none,69,78,76,74.33333333333333,Pass,223,4.725815626252608,Good,0,1
female,group C,associate's degree,standard,completed,65,84,84,77.66666666666667,Pass,233,10.969655114602888,Good,1,1
female,group D,high school,standard,completed,69,77,78,74.66666666666667,Pass,224,4.932882862316247,Good,1,1
female,group B,some college,standard,completed,50,64,66,60.0,Pass,180,8.717797887081348,Average,1,1
female,group E,some college,standard,completed,73,78,76,75.66666666666667,Pass,227,2.5166114784235836,Good,1,1
female,group C,some high school,standard,completed,70,82,76,76.0,Pass,228,6.0,Good,1,1
male,group D,associate's degree,free/reduced,none,81,75,78,78.0,Pass,234,3.0,Good,0,0
male,group D,some college,free/reduced,none,63,61,60,61.333333333333336,Pass,184,1.5275252316519468,Average,0,0
female,group D,high school,standard,none,67,72,74,71.0,Pass,213,3.605551275463989,Good,0,1
male,group B,high school,standard,none,60,68,60,62.666666666666664,Pass,188,4.618802153517007,Average,0,1
male,group B,high school,standard,none,62,55,54,57.0,Fail,171,4.358898943540674,Below Average,0,1
female,group C,some high school,free/reduced,completed,29,40,44,37.666666666666664,Fail,113,7.767453465154029,Poor,1,0
male,group B,some college,standard,completed,62,66,68,65.33333333333333,Pass,196,3.055050463303893,Average,1,1
female,group E,master's degree,standard,completed,94,99,100,97.66666666666667,Pass,293,3.2145502536643185,Excellent,1,1
male,group E,some college,standard,completed,85,75,68,76.0,Pass,228,8.54400374531753,Good,1,1
male,group D,associate's degree,free/reduced,none,77,78,73,76.0,Pass,228,2.6457513110645907,Good,0,0
male,group A,high school,free/reduced,none,53,58,44,51.666666666666664,Fail,155,7.094598884597588,Below Average,0,0
male,group E,some college,free/reduced,none,93,90,83,88.66666666666667,Pass,266,5.131601439446884,Excellent,0,0
female,group C,associate's degree,standard,none,49,53,53,51.666666666666664,Fail,155,2.309401076758503,Below Average,0,1
female,group E,associate's degree,free/reduced,none,73,76,78,75.66666666666667,Pass,227,2.5166114784235836,Good,0,0
female,group C,bachelor's degree,free/reduced,completed,66,74,81,73.66666666666667,Pass,221,7.505553499465135,Good,1,0
female,group D,associate's degree,standard,none,77,77,73,75.66666666666667,Pass,227,2.3094010767585034,Good,0,1
female,group C,some high school,standard,none,49,63,56,56.0,Fail,168,7.0,Below Average,0,1
female,group D,some college,free/reduced,none,79,89,86,84.66666666666667,Pass,254,5.131601439446884,Good,0,0
female,group C,associate's degree,standard,completed,75,82,90,82.33333333333333,Pass,247,7.505553499465135,Good,1,1
female,group A,bachelor's degree,standard,none,59,72,70,67.0,Pass,201,7.0,Average,0,1
female,group D,associate's degree,standard,completed,57,78,79,71.33333333333333,Pass,214,12.42309676905615,Good,1,1
male,group C,high school,free/reduced,none,66,66,59,63.666666666666664,Pass,191,4.041451884327381,Average,0,0
female,group E,bachelor's degree,standard,completed,79,81,82,80.66666666666667,Pass,242,1.5275252316519465,Good,1,1
female,group B,some high school,standard,none,57,67,72,65.33333333333333,Pass,196,7.637626158259734,Average,0,1
male,group A,bachelor's degree,standard,completed,87,84,87,86.0,Pass,258,1.7320508075688772,Excellent,1,1
female,group D,some college,standard,none,63,64,67,64.66666666666667,Pass,194,2.081665999466133,Average,0,1
female,group B,some high school,free/reduced,completed,59,63,64,62.0,Pass,186,2.6457513110645907,Average,1,0
male,group A,bachelor's degree,free/reduced,none,62,72,65,66.33333333333333,Pass,199,5.131601439446884,Average,0,0
male,group D,high school,standard,none,46,34,36,38.666666666666664,Fail,116,6.429100507328637,Poor,0,1
male,group C,some college,standard,none,66,59,52,59.0,Fail,177,7.0,Below Average,0,1
male,group D,high school,standard,none,89,87,79,85.0,Pass,255,5.291502622129181,Excellent,0,1
female,group D,associate's degree,free/reduced,completed,42,61,58,53.666666666666664,Fail,161,10.214368964029708,Below Average,1,0
male,group C,some college,standard,completed,93,84,90,89.0,Pass,267,4.58257569495584,Excellent,1,1
female,group E,some high school,standard,completed,80,85,85,83.33333333333333,Pass,250,2.8867513459481287,Good,1,1
female,group D,some college,standard,none,98,100,99,99.0,Pass,297,1.0,Excellent,0,1
male,group D,master's degree,standard,none,81,81,84,82.0,Pass,246,1.7320508075688772,Good,0,1
female,group B,some high school,standard,completed,60,70,74,68.0,Pass,204,7.211102550927978,Average,1,1
female,group B,associate's degree,free/reduced,completed,76,94,87,85.66666666666667,Pass,257,9.073771725877465,Excellent,1,0
male,group C,associate's degree,standard,completed,73,78,72,74.33333333333333,Pass,223,3.214550253664318,Good,1,1
female,group C,associate's degree,standard,completed,96,96,99,97.0,Pass,291,1.7320508075688772,Excellent,1,1
female,group C,high school,standard,none,76,76,74,75.33333333333333,Pass,226,1.1547005383792517,Good,0,1
male,group E,associate's degree,free/reduced,completed,91,73,80,81.33333333333333,Pass,244,9.073771725877467,Good,1,0
female,group C,some college,free/reduced,none,62,72,70,68.0,Pass,204,5.291502622129181,Average,0,0
male,group D,some high school,free/reduced,completed,55,59,59,57.666666666666664,Fail,173,2.309401076758503,Below Average,1,0
female,group B,some high school,free/reduced,completed,74,90,88,84.0,Pass,252,8.717797887081348,Good,1,0
male,group C,high school,standard,none,50,48,42,46.666666666666664,Fail,140,4.163331998932266,Poor,0,1
male,group B,some college,standard,none,47,43,41,43.666666666666664,Fail,131,3.055050463303893,Poor,0,1
male,group E,some college,standard,completed,81,74,71,75.33333333333333,Pass,226,5.131601439446884,Good,1,1
female,group E,associate's degree,standard,completed,65,75,77,72.33333333333333,Pass,217,6.429100507328636,Good,1,1
male,group E,some high school,standard,completed,68,51,57,58.666666666666664,Fail,176,8.621678104251709,Below Average,1,1
female,group D,high school,free/reduced,none,73,92,84,83.0,Pass,249,9.539392014169456,Good,0,0
male,group C,some college,standard,none,53,39,37,43.0,Fail,129,8.717797887081348,Poor,0,1
female,group B,associate's degree,free/reduced,completed,68,77,80,75.0,Pass,225,6.244997998398398,Good,1,0
male,group A,some high school,free/reduced,none,55,46,43,48.0,Fail,144,6.244997998398398,Poor,0,0
female,group C,some college,standard,completed,87,89,94,90.0,Pass,270,3.605551275463989,Excellent,1,1
male,group D,some high school,standard,none,55,47,44,48.666666666666664,Fail,146,5.686240703077327,Poor,0,1
female,group E,some college,free/reduced,none,53,58,57,56.0,Fail,168,2.6457513110645907,Below Average,0,0
male,group C,master's degree,standard,none,67,57,59,61.0,Pass,183,5.291502622129181,Average,0,1
male,group C,associate's degree,standard,none,92,79,84,85.0,Pass,255,6.557438524302,Excellent,0,1
female,group B,some college,free/reduced,completed,53,66,73,64.0,Pass,192,10.14889156509222,Average,1,0
male,group D,associate's degree,standard,none,81,71,73,75.0,Pass,225,5.291502622129181,Good,0,1
male,group C,high school,free/reduced,none,61,60,55,58.666666666666664,Fail,176,3.214550253664318,Below Average,0,0
male,group D,bachelor's degree,standard,none,80,73,72,75.0,Pass,225,4.358898943540674,Good,0,1
female,group A,associate's degree,free/reduced,none,37,57,56,50.0,Fail,150,11.269427669584644,Below Average,0,0
female,group C,high school,standard,none,81,84,82,82.33333333333333,Pass,247,1.5275252316519468,Good,0,1
female,group C,associate's degree,standard,completed,59,73,72,68.0,Pass,204,7.810249675906654,Average,1,1
male,group B,some college,free/reduced,none,55,55,47,52.333333333333336,Fail,157,4.618802153517006,Below Average,0,0
male,group D,associate's degree,standard,none,72,79,74,75.0,Pass,225,3.605551275463989,Good,0,1
male,group D,high school,standard,none,69,75,71,71.66666666666667,Pass,215,3.0550504633038935,Good,0,1
male,group C,some college,standard,none,69,64,68,67.0,Pass,201,2.6457513110645907,Average,0,1
female,group C,bachelor's degree,free/reduced,none,50,60,59,56.333333333333336,Fail,169,5.507570547286102,Below Average,0,0
male,group B,some college,standard,completed,87,84,86,85.66666666666667,Pass,257,1.5275252316519468,Excellent,1,1
male,group D,some high school,standard,completed,71,69,68,69.33333333333333,Pass,208,1.5275252316519468,Average,1,1
male,group E,some college,standard,none,68,72,65,68.33333333333333,Pass,205,3.511884584284246,Average,0,1
male,group C,master's degree,free/reduced,completed,79,77,75,77.0,Pass,231,2.0,Good,1,0
female,group C,some high school,standard,completed,77,90,85,84.0,Pass,252,6.557438524302,Good,1,1
male,group C,associate's degree,free/reduced,none,58,55,53,55.333333333333336,Fail,166,2.5166114784235836,Below Average,0,0
female,group E,associate's degree,standard,none,84,95,92,90.33333333333333,Pass,271,5.686240703077327,Excellent,0,1
male,group D,some college,standard,none,55,58,52,55.0,Fail,165,3.0,Below Average,0,1
male,group E,bachelor's degree,free/reduced,completed,70,68,72,70.0,Pass,210,2.0,Good,1,0
female,group D,some college,free/reduced,completed,52,59,65,58.666666666666664,Fail,176,6.506407098647712,Below Average,1,0
male,group B,some college,standard,completed,69,77,77,74.33333333333333,Pass,223,4.618802153517006,Good,1,1
female,group C,high school,free/reduced,none,53,72,64,63.0,Pass,189,9.539392014169456,Average,0,0
female,group D,some high school,standard,none,48,58,54,53.333333333333336,Fail,160,5.033222956847166,Below Average,0,1
male,group D,some high school,standard,completed,78,81,86,81.66666666666667,Pass,245,4.041451884327381,Good,1,1
female,group B,high school,standard,none,62,62,63,62.333333333333336,Pass,187,0.5773502691896257,Average,0,1
male,group D,some college,standard,none,60,63,59,60.666666666666664,Pass,182,2.0816659994661326,Average,0,1
female,group B,high school,standard,none,74,72,72,72.66666666666667,Pass,218,1.1547005383792515,Good,0,1
female,group C,high school,standard,completed,58,75,77,70.0,Pass,210,10.44030650891055,Good,1,1
male,group B,high school,standard,completed,76,62,60,66.0,Pass,198,8.717797887081348,Average,1,1
female,group D,some high school,standard,none,68,71,75,71.33333333333333,Pass,214,3.511884584284246,Good,0,1
male,group A,some college,free/reduced,none,58,60,57,58.333333333333336,Fail,175,1.5275252316519468,Below Average,0,0
male,group B,high school,standard,none,52,48,49,49.666666666666664,Fail,149,2.0816659994661326,Poor,0,1
male,group D,bachelor's degree,standard,none,75,73,74,74.0,Pass,222,1.0,Good,0,1
female,group B,some high school,free/reduced,completed,52,67,72,63.666666666666664,Pass,191,10.408329997330663,Average,1,0
female,group C,bachelor's degree,free/reduced,none,62,78,79,73.0,Pass,219,9.539392014169456,Good,0,0
male,group B,some college,standard,none,66,65,60,63.666666666666664,Pass,191,3.214550253664318,Average,0,1
female,group B,some high school,free/reduced,none,49,58,55,54.0,Fail,162,4.58257569495584,Below Average,0,0
female,group B,high school,standard,none,66,72,70,69.33333333333333,Pass,208,3.055050463303893,Average,0,1
female,group C,some college,free/reduced,none,35,44,43,40.666666666666664,Fail,122,4.932882862316248,Poor,0,0
female,group A,some college,standard,completed,72,79,82,77.66666666666667,Pass,233,5.131601439446884,Good,1,1
male,group E,associate's degree,standard,completed,94,85,82,87.0,Pass,261,6.244997998398398,Excellent,1,1
female,group D,associate's degree,free/reduced,none,46,56,57,53.0,Fail,159,6.082762530298219,Below Average,0,0
female,group B,master's degree,standard,none,77,90,84,83.66666666666667,Pass,251,6.506407098647712,Good,0,1
female,group B,high school,free/reduced,completed,76,85,82,81.0,Pass,243,4.58257569495584,Good,1,0
female,group C,associate's degree,standard,completed,52,59,62,57.666666666666664,Fail,173,5.131601439446884,Below Average,1,1
male,group C,bachelor's degree,standard,completed,91,81,79,83.66666666666667,Pass,251,6.429100507328636,Good,1,1
female,group B,some high school,standard,completed,32,51,44,42.333333333333336,Fail,127,9.60902353693305,Poor,1,1
female,group E,some high school,free/reduced,none,72,79,77,76.0,Pass,228,3.605551275463989,Good,0,0
female,group B,some college,standard,none,19,38,32,29.666666666666668,Fail,89,9.71253485622231,Poor,0,1
male,group C,associate's degree,free/reduced,none,68,65,61,64.66666666666667,Pass,194,3.5118845842842465,Average,0,0
female,group C,master's degree,free/reduced,none,52,65,61,59.333333333333336,Fail,178,6.658328118479393,Below Average,0,0
female,group B,high school,standard,none,48,62,60,56.666666666666664,Fail,170,7.571877794400365,Below Average,0,1
female,group D,some college,free/reduced,none,60,66,70,65.33333333333333,Pass,196,5.033222956847166,Average,0,0
male,group D,high school,free/reduced,none,66,74,69,69.66666666666667,Pass,209,4.041451884327381,Average,0,0
male,group E,some high school,standard,completed,89,84,77,83.33333333333333,Pass,250,6.027713773341707,Good,1,1
female,group B,high school,standard,none,42,52,51,48.333333333333336,Fail,145,5.507570547286102,Poor,0,1
female,group E,associate's degree,free/reduced,completed,57,68,73,66.0,Pass,198,8.18535277187245,Average,1,0
male,group D,high school,standard,none,70,70,70,70.0,Pass,210,0.0,Good,0,1
female,group E,associate's degree,free/reduced,none,70,84,81,78.33333333333333,Pass,235,7.3711147958319945,Good,0,0
male,group E,some college,standard,none,69,60,54,61.0,Pass,183,7.54983443527075,Average,0,1
female,group C,associate's degree,standard,none,52,55,57,54.666666666666664,Fail,164,2.516611478423583,Below Average,0,1
male,group C,some high school,standard,completed,67,73,68,69.33333333333333,Pass,208,3.214550253664318,Average,1,1
male,group C,some high school,standard,completed,76,80,73,76.33333333333333,Pass,229,3.511884584284246,Good,1,1
female,group E,associate's degree,standard,none,87,94,95,92.0,Pass,276,4.358898943540674,Excellent,0,1
female,group B,some college,standard,none,82,85,87,84.66666666666667,Pass,254,2.5166114784235836,Good,0,1
female,group C,some college,standard,none,73,76,78,75.66666666666667,Pass,227,2.5166114784235836,Good,0,1
male,group A,some college,free/reduced,none,75,81,74,76.66666666666667,Pass,230,3.7859388972001824,Good,0,0
female,group D,some college,free/reduced,none,64,74,75,71.0,Pass,213,6.082762530298219,Good,0,0
female,group E,high school,free/reduced,none,41,45,40,42.0,Fail,126,2.6457513110645907,Poor,0,0
male,group C,high school,standard,none,90,75,69,78.0,Pass,234,10.816653826391969,Good,0,1
male,group B,bachelor's degree,standard,none,59,54,51,54.666666666666664,Fail,164,4.041451884327381,Below Average,0,1
male,group A,some high school,standard,none,51,31,36,39.333333333333336,Fail,118,10.408329997330664,Poor,0,1
male,group A,high school,free/reduced,none,45,47,49,47.0,Fail,141,2.0,Poor,0,0
female,group C,master's degree,standard,completed,54,64,67,61.666666666666664,Pass,185,6.8068592855540455,Average,1,1
male,group E,some high school,standard,completed,87,84,76,82.33333333333333,Pass,247,5.686240703077327,Good,1,1
female,group C,high school,standard,none,72,80,83,78.33333333333333,Pass,235,5.686240703077327,Good,0,1
male,group B,some high school,standard,completed,94,86,87,89.0,Pass,267,4.358898943540674,Excellent,1,1
female,group A,bachelor's degree,standard,none,45,59,64,56.0,Fail,168,9.848857801796104,Below Average,0,1
male,group D,bachelor's degree,free/reduced,completed,61,70,76,69.0,Pass,207,7.54983443527075,Average,1,0
female,group B,high school,free/reduced,none,60,72,68,66.66666666666667,Pass,200,6.110100926607786,Average,0,0
female,group C,some high school,standard,none,77,91,88,85.33333333333333,Pass,256,7.3711147958319945,Excellent,0,1
female,group A,some high school,standard,completed,85,90,92,89.0,Pass,267,3.605551275463989,Excellent,1,1
female,group D,bachelor's degree,free/reduced,none,78,90,93,87.0,Pass,261,7.937253933193772,Excellent,0,0
male,group E,some college,free/reduced,completed,49,52,51,50.666666666666664,Fail,152,1.5275252316519465,Below Average,1,0
female,group B,high school,free/reduced,none,71,87,82,80.0,Pass,240,8.18535277187245,Good,0,0
female,group C,some high school,free/reduced,none,48,58,52,52.666666666666664,Fail,158,5.033222956847167,Below Average,0,0
male,group C,high school,standard,none,62,67,58,62.333333333333336,Pass,187,4.509249752822894,Average,0,1
female,group C,associate's degree,free/reduced,completed,56,68,70,64.66666666666667,Pass,194,7.571877794400365,Average,1,0
female,group C,some high school,standard,none,65,69,76,70.0,Pass,210,5.5677643628300215,Good,0,1
female,group D,some high school,free/reduced,completed,69,86,81,78.66666666666667,Pass,236,8.736894948054104,Good,1,0
